Split Type,R²,RMSE,R² Std,RMSE Std
blind_split,-0.40958390288685553,1.563827503779539,0.062101889271490955,0.00954879424906433
new_compound,0.4120710522096769,1.03951575499142,0.015572624530137918,0.00813268263907766
new_protein,-0.07483829756717643,1.3932063799623566,0.04156033302754353,0.01586046652906911
random_split,0.7121040377332196,0.7638988069634759,0.010707956827040448,0.014441206360164776
